zinc_id,smiles
ZINC000001127018,CCOC(=O)[C@H](C)Oc1ccc([C@H]2NC(=O)NC(c3ccccc3)=C2C(=O)c2ccccc2)cc1OC
ZINC000001127022,COc1cc(Cl)c([C@@H]2NC(=O)NC(c3ccccc3)=C2C(C)=O)cc1OC
ZINC000001127024,O=C1C(Cl)=C(N2CCN(c3ccccc3)CC2)C(=O)c2ccccc21
ZINC000001127025,COc1cc(Cl)c([C@H]2NC(=O)NC(c3ccccc3)=C2C(C)=O)cc1OC
ZINC000001127035,COC(=O)[C@H]1C(=O)C2=C(C[C@@H]1C)Nc1ccccc1N[C@@H]2c1c[nH]c2ccccc12
ZINC000001127036,CC(=O)C1=C(C)NC(=S)N[C@@H]1c1ccccc1OC1CCCC1
ZINC000001127037,COc1cc([C@H]2NC(=O)N(CCc3ccccc3)C(C)=C2C(C)=O)c(Cl)cc1O
ZINC000001127038,CC(=O)C1=C(C)NC(=S)N[C@H]1c1ccccc1OC1CCCC1
ZINC000001127039,COc1cc([C@@H]2NC(=O)N(CCc3ccccc3)C(C)=C2C(C)=O)c(Cl)cc1O
ZINC000001127047,COc1cc([C@@H]2NC(=O)NC(c3ccccc3)=C2C(=O)c2ccccc2)cc(I)c1OCC(=O)O
ZINC000001127050,COc1cc([C@H]2NC(=O)NC(c3ccccc3)=C2C(=O)c2ccccc2)cc(I)c1OCC(=O)O
ZINC000001127059,CC(=O)C1=C(C)NC(=S)N[C@@H]1c1ccccc1OCc1ccccc1Cl
ZINC000001127061,CC(=O)C1=C(C)NC(=S)N[C@H]1c1ccccc1OCc1ccccc1Cl
ZINC000001127070,COc1ccc(-c2cc(-c3ccccc3)c(C#N)c(S[C@@H]3CCCCC3=O)n2)cc1
ZINC000001127101,Cc1cc(C)c(C#N)c(SC[C@@H](O)CS(=O)(=O)Cc2ccccc2)n1
ZINC000001127249,C=CCN1C(=O)S/C(=C\c2cc([N+](=O)[O-])ccc2Cl)C1=O
ZINC000001127269,C=CCc1cc(C2C3=C(CCCC3=O)NC3=C2C(=O)CCC3)cc(OC)c1OCc1ccc(F)cc1
ZINC000001127275,C=CCN1C(=O)S/C(=C/C=C/c2ccc(OC)cc2)C1=O
ZINC000001127279,C=CCN1C(=O)S/C(=C\C=C\c2ccc(OC)cc2)C1=O
ZINC000001127349,C=CCN1C(=O)S/C(=C/c2cc(OCC)c(OCC(=O)OCC)cc2Br)C1=O
ZINC000001127370,C=CCN1C(=O)S/C(=C/c2cc(C)n(-c3ccccn3)c2C)C1=O
ZINC000001127388,C/C(O)=N/S(=O)(=O)c1ccc(NC(=S)NC(=O)Cc2ccccc2)cc1
ZINC000001127389,C=C(C)CSc1nnc2n(-c3ccc(C)cc3)c(=O)c3c4c(sc3n12)CO[C@@H](C(C)C)C4
ZINC000001127391,C=C(C)CSc1nnc2n(-c3ccc(C)cc3)c(=O)c3c4c(sc3n12)CO[C@H](C(C)C)C4
ZINC000001127394,COc1cc([C@@H]2NC(=O)NC(c3ccccc3)=C2C(=O)c2ccccc2)c(Br)cc1O
ZINC000001127396,COc1cc([C@H]2NC(=O)NC(c3ccccc3)=C2C(=O)c2ccccc2)c(Br)cc1O
ZINC000001127399,CCOC(=O)c1ccc(/N=C2/S/C(=C\c3cc4c(cc3OC)OCO4)C(=O)N2C)cc1
ZINC000001127450,C[C@H]1CCc2c(sc(NC(=O)c3ccc(-c4ccc(Cl)cc4)o3)c2C#N)C1
ZINC000001127452,C[C@@H]1CCc2c(sc(NC(=O)c3ccc(-c4ccc(Cl)cc4)o3)c2C#N)C1
ZINC000001127519,Cc1ccc(C(=O)OC2=C(C(=O)c3ccccc3)N(C)S(=O)(=O)c3ccccc32)cc1
ZINC000001127573,C=CCN1C(=O)S/C(=C/c2ccc(OCC(=O)OC)c(Br)c2)C1=O
ZINC000001127595,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3cccs3)C2)[C@@H]1c1ccccc1C(F)(F)F
ZINC000001127603,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3cccs3)C2)[C@H]1c1ccccc1C(F)(F)F
ZINC000001127606,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3cccs3)C2)[C@@H]1c1ccccc1C(F)(F)F
ZINC000001127612,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3cccs3)C2)[C@H]1c1ccccc1C(F)(F)F
ZINC000001127617,CSc1cccc(NC(=O)c2ccccc2Sc2ccccc2C#N)c1
ZINC000001127635,CCOc1cc(OCC)cc(C(=O)NC(=S)Nc2sc3c(c2C#N)CC[C@H](C)C3)c1
ZINC000001127636,CCOc1cc(OCC)cc(C(=O)NC(=S)Nc2sc3c(c2C#N)CC[C@@H](C)C3)c1
ZINC000001127657,CSc1ccc([C@@H]2C(C(=O)OC3CCCC3)=C(C)NC3=C2C(=O)C[C@H](c2cccs2)C3)cc1
ZINC000001127661,CSc1ccc([C@H]2C(C(=O)OC3CCCC3)=C(C)NC3=C2C(=O)C[C@H](c2cccs2)C3)cc1
ZINC000001127666,CSc1ccc([C@@H]2C(C(=O)OC3CCCC3)=C(C)NC3=C2C(=O)C[C@@H](c2cccs2)C3)cc1
ZINC000001127672,CSc1ccc([C@H]2C(C(=O)OC3CCCC3)=C(C)NC3=C2C(=O)C[C@@H](c2cccs2)C3)cc1
ZINC000001127678,C[C@H]1CCc2c(sc(NC(=O)c3cccc4c(Br)cccc34)c2C#N)C1
ZINC000001127680,C[C@@H]1CCc2c(sc(NC(=O)c3cccc4c(Br)cccc34)c2C#N)C1
ZINC000001127739,C=CCn1c(COc2ccccc2)nnc1SCC(=O)N1CCc2ccccc21
ZINC000001127752,C=CCN1C(C(=O)c2ccccc2)=C(OC(=O)c2ccc(Cl)cc2)c2ccccc2S1(=O)=O
ZINC000001127801,O=C1[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C(=O)N1/N=C/c1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1
ZINC000001127824,COc1cc([C@@H]2C(C(=O)N3CCOCC3)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc(Br)c1OC
ZINC000001127828,COc1cc([C@H]2C(C(=O)N3CCOCC3)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc(Br)c1OC
ZINC000001127889,C=CCN1C(=O)N(c2ccc(Cl)cc2)C(=O)[C@@H]1CC(=O)Nc1ccc(F)cc1
ZINC000001127891,C=CCN1C(=O)N(c2ccc(Cl)cc2)C(=O)[C@H]1CC(=O)Nc1ccc(F)cc1
ZINC000001127903,C=CCN1C(=O)N(c2ccc(F)cc2)C(=O)[C@@H]1CC(=O)Nc1ccc(OCC)cc1
ZINC000001127906,C=CCN1C(=O)N(c2ccc(F)cc2)C(=O)[C@H]1CC(=O)Nc1ccc(OCC)cc1
ZINC000001127908,C=CCN1C(=O)N(c2cccc(Cl)c2)C(=O)[C@@H]1CC(=O)Nc1ccc(OCC)cc1
ZINC000001127910,C=CCN1C(=O)N(c2cccc(Cl)c2)C(=O)[C@H]1CC(=O)Nc1ccc(OCC)cc1
ZINC000001128143,CN1C(C(=O)c2ccccc2)=C(OC(=O)COc2ccc3ccccc3c2)c2ccccc2S1(=O)=O
ZINC000001128184,C=CCN1C(=O)S/C(=C\c2cc(Cl)c(OCc3ccc([N+](=O)[O-])cc3)c(OC)c2)C1=O
ZINC000001128280,O=C1[C@H]2C3c4ccccc4C(c4ccccc43)[C@H]2C(=O)N1/N=C/c1ccc(-c2ccc(Cl)cc2)o1
ZINC000001128287,C=CCN1C(=O)/C(=C/c2cc(C)n(-c3ccc(OC)cc3[N+](=O)[O-])c2C)C(O)=NC1=S
ZINC000001128340,C#CCN1C(=O)S/C(=C/c2ccc(N3CCOCC3)cc2C)C1=O
ZINC000001128351,O=C(C1=C(O)C(=O)N(Cc2ccco2)[C@H]1c1ccccc1F)c1cccs1
ZINC000001128357,O=C(C1=C(O)C(=O)N(Cc2ccco2)[C@@H]1c1ccccc1F)c1cccs1
ZINC000001128393,C=CCN1C(=O)S/C(=C/c2ccc(N3CCCCC3)cc2C)C1=O
ZINC000001128425,CC1=C(C(=O)N2CCCCC2)[C@@H](c2ccc([N+](=O)[O-])cc2)C2=C(CC(C)(C)CC2=O)N1
ZINC000001128434,CC1=C(C(=O)N2CCCCC2)[C@H](c2ccc([N+](=O)[O-])cc2)C2=C(CC(C)(C)CC2=O)N1
ZINC000001128452,C=CCn1c(SCCC(=O)NCc2ccc3c(c2)OCO3)nc2scc(-c3ccco3)c2c1=O
ZINC000001128494,COC(=O)c1ccc(COC(=O)c2ccc(Oc3cccc(C#N)c3C#N)cc2)cc1
ZINC000001128499,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(OC)cc3)C2)[C@H]1c1ccsc1
ZINC000001128504,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(OC)cc3)C2)[C@@H]1c1ccsc1
ZINC000001128506,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(OC)cc3)C2)[C@H]1c1ccsc1
ZINC000001128510,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(OC)cc3)C2)[C@@H]1c1ccsc1
ZINC000001128569,CCc1ccccc1/N=C1/S/C(=C\c2ccccc2OCC(=O)N2CCOCC2)C(=O)N1C
ZINC000001128576,CC1=C(C(=O)N2CCCCC2)[C@@H](c2ccc(Cl)c([N+](=O)[O-])c2)C2=C(CCCC2=O)N1
ZINC000001128580,CC1=C(C(=O)N2CCCCC2)[C@H](c2ccc(Cl)c([N+](=O)[O-])c2)C2=C(CCCC2=O)N1
ZINC000001128591,N#CCc1ccc(NC(=O)CN(c2ccc(I)cc2)S(=O)(=O)c2ccccc2)cc1
ZINC000001128597,CCc1ccc(OCc2nnc(SCC(=O)Nc3sc4c(c3C#N)CCCC4)n2C)cc1
ZINC000001128673,CCOC(=O)C1=C(NC(=O)c2ccc(OC)cc2)S/C(=C/c2ccc(N3CCCC3)cc2)C1=O
ZINC000001128772,COc1cc([C@H]2Nc3ccc4ccccc4c3C3=C2C(=O)CC(C)(C)C3)ccc1OCC(N)=O
ZINC000001128774,COc1cc([C@@H]2Nc3ccc4ccccc4c3C3=C2C(=O)CC(C)(C)C3)ccc1OCC(N)=O
ZINC000001128824,C=CCN1C(=O)S/C(=C\c2ccc3c(c2)OCCO3)C1=O
ZINC000001128831,CC1=C(C(=O)N2CCOCC2)[C@@H](c2ccc(Br)cc2)C2=C(CC(C)(C)CC2=O)N1
ZINC000001128837,CC1=C(C(=O)N2CCOCC2)[C@H](c2ccc(Br)cc2)C2=C(CC(C)(C)CC2=O)N1
ZINC000001128884,CCOC(=O)c1ccc(-c2coc(C3C4=C(CC(C)(C)CC4=O)NC4=C3C(=O)CC(C)(C)C4)c2)cc1
ZINC000001128886,N#Cc1ccccc1CSc1nc2ccc(NC(=O)c3ccc(F)cc3)cc2s1
ZINC000001128893,C=CCN1C(=O)S/C(=C/c2cc(C)n(-c3cccc([N+](=O)[O-])c3)c2C)C1=O
ZINC000001128895,COc1cc([C@@H]2C(C(=O)N3CCOCC3)=C(C)NC3=C2C(=O)CCC3)ccc1OCc1ccccc1
ZINC000001128903,COc1cc([C@H]2C(C(=O)N3CCOCC3)=C(C)NC3=C2C(=O)CCC3)ccc1OCc1ccccc1
ZINC000001129014,CCOC(=O)c1ccc(/N=C2\NC(=O)/C(=C/c3cc(Cl)c(OC)c(OC)c3)S2)cc1
ZINC000001129034,CCOC(=O)COc1c(I)cc([C@@H]2NC(=S)NC(c3ccccc3)=C2C(C)=O)cc1OCC
ZINC000001129036,CCOC(=O)COc1c(I)cc([C@H]2NC(=S)NC(c3ccccc3)=C2C(C)=O)cc1OCC
ZINC000001129059,CC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(-c2ccc(Br)cc2)o1
ZINC000001129062,CC(=O)C1=C(C)NC(=O)N[C@H]1c1ccc(-c2ccc(Br)cc2)o1
ZINC000001129169,C=CCn1c(SCC(=O)OC)nc2sc3c(c2c1=O)C[C@H](C(C)C)OC3
ZINC000001129170,C=CCn1c(SCC(=O)OC)nc2sc3c(c2c1=O)C[C@@H](C(C)C)OC3
ZINC000001129220,COc1cc([C@@H]2C3=C(CC(C)(C)CC3=O)Nc3[nH]c(=O)[nH]c(=O)c32)ccc1OCc1ccccc1Cl
ZINC000001129222,COc1cc([C@H]2C3=C(CC(C)(C)CC3=O)Nc3[nH]c(=O)[nH]c(=O)c32)ccc1OCc1ccccc1Cl
ZINC000001129236,C=CCN1C(=O)S/C(=C/c2cc(Br)ccc2OCC(=O)OC)C1=O
ZINC000001129239,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3cccc(OC)c3)C2)[C@H]1c1ccc2c(c1)OCO2
ZINC000001129244,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3cccc(OC)c3)C2)[C@@H]1c1ccc2c(c1)OCO2
ZINC000001129248,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3cccc(OC)c3)C2)[C@H]1c1ccc2c(c1)OCO2
ZINC000001129251,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3cccc(OC)c3)C2)[C@@H]1c1ccc2c(c1)OCO2
ZINC000001129267,C=CCN1C(=O)/C(=C\c2ccc(N3CCOCC3)cc2C)C(=O)NC1=S
ZINC000001129294,COC(=O)COc1cc(Cl)c([C@@H]2NC(=S)NC(c3ccccc3)=C2C(C)=O)cc1OC
ZINC000001129296,COC(=O)COc1cc(Cl)c([C@H]2NC(=S)NC(c3ccccc3)=C2C(C)=O)cc1OC
ZINC000001129330,COc1ccc([C@@H]2CC(=O)C3=C(C2)NC(C)=C(C(=O)Nc2cccc(C)n2)[C@@H]3c2ccccn2)cc1
ZINC000001129347,COc1ccc([C@@H]2CC(=O)C3=C(C2)NC(C)=C(C(=O)Nc2cccc(C)n2)[C@H]3c2ccccn2)cc1
ZINC000001129358,COc1ccc([C@H]2CC(=O)C3=C(C2)NC(C)=C(C(=O)Nc2cccc(C)n2)[C@@H]3c2ccccn2)cc1
ZINC000001129365,Cc1cc2oc(C(=O)Nc3sc4c(c3C#N)CCCC4)c(C)c2cc1C
ZINC000001129376,CCOc1ccc(Br)cc1S(=O)(=O)/N=C(\O)c1ccccc1
ZINC000001129402,C=CCn1c(SCC(=O)Nc2ccccc2)nnc1-c1cccnc1
ZINC000001129408,C=CCN1C(=O)[C@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccccc3)N2C1=S
ZINC000001129410,C=CCN1C(=O)[C@H]2Cc3c([nH]c4ccccc34)[C@H](c3ccccc3)N2C1=S
ZINC000001129412,C=CCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccccc3)N2C1=S
ZINC000001129413,C=CCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@H](c3ccccc3)N2C1=S
ZINC000001129446,C=CCn1c(SCC(N)=O)nc2scc(-c3ccc(OC)cc3)c2c1=O
ZINC000001129455,C=CCc1cc(C=C2C(=O)NC(=O)NC2=O)cc(OC)c1OCc1ccc(Cl)cc1
ZINC000001129469,COc1ccc([C@H]2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2c2nnc(C)s2)cc1
ZINC000001129477,COc1ccc([C@@H]2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2c2nnc(C)s2)cc1
ZINC000001129478,COc1ccc(/C=C2/C(=O)ON=C2c2ccccc2)cc1Br
ZINC000001129482,C=CCN1C(=O)S/C(=C/c2cc(Br)c(O[C@H](C)CC)c(OC)c2)C1=O
ZINC000001129485,C=CCN1C(=O)S/C(=C/c2cc(Br)c(O[C@@H](C)CC)c(OC)c2)C1=O
ZINC000001129490,O=C1CCCC2=C1[C@@H](c1ccccc1)c1c(O)nc(SCc3ccccc3Cl)nc1N2
ZINC000001129493,O=C1CCCC2=C1[C@H](c1ccccc1)c1c(O)nc(SCc3ccccc3Cl)nc1N2
ZINC000001129512,C/C(O)=N/S(=O)(=O)c1ccc(NC(=O)c2cccc(C)c2[N+](=O)[O-])cc1
ZINC000001129556,O=C(C1=C(O)C(=O)N(Cc2ccco2)[C@H]1c1ccc(Cl)cc1)c1cc2ccccc2o1
ZINC000001129561,O=C(C1=C(O)C(=O)N(Cc2ccco2)[C@@H]1c1ccc(Cl)cc1)c1cc2ccccc2o1
ZINC000001129566,NS(=O)(=O)c1ccc(-c2ccc(C3C4=C(CCCC4=O)NC4=C3C(=O)CCC4)o2)cc1
ZINC000001129570,CN1C(C(=O)c2ccccc2)=C(OC(=O)Cc2ccccc2)c2ccccc2S1(=O)=O
ZINC000001129583,C=CCN1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O
ZINC000001129614,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(F)cc3)C2)[C@H]1c1cc(OC)c(OC)c(OC)c1
ZINC000001129644,COc1ccc(OC)c([C@H]2C(C(=O)OC[C@H]3CCCO3)=C(C)NC3=C2C(=O)C[C@H](c2ccc(F)cc2)C3)c1
ZINC000001129667,CC1=C(C(=O)OC2CCCCC2)[C@@H](c2cccc(F)c2)C2=C(C[C@@H](c3ccco3)CC2=O)N1
ZINC000001129672,CC1=C(C(=O)OC2CCCCC2)[C@H](c2cccc(F)c2)C2=C(C[C@@H](c3ccco3)CC2=O)N1
ZINC000001129676,CC1=C(C(=O)OC2CCCCC2)[C@@H](c2cccc(F)c2)C2=C(C[C@H](c3ccco3)CC2=O)N1
ZINC000001129683,CC1=C(C(=O)OC2CCCCC2)[C@H](c2cccc(F)c2)C2=C(C[C@H](c3ccco3)CC2=O)N1
ZINC000001129690,CC1=C(C(=O)Nc2ccccc2)[C@H](c2cc(Br)ccc2F)C2=C(CC(C)(C)CC2=O)N1
ZINC000001129699,COc1ccc(NC(=O)C2=C(C)NC3=C(C(=O)CCC3)[C@@H]2c2cccc(Oc3ccccc3)c2)cc1
ZINC000001129704,CC1=C(C(=O)OC(C)C)[C@@H](c2cccs2)C2=C(C[C@@H](c3ccco3)CC2=O)N1
ZINC000001129707,CC1=C(C(=O)OC(C)C)[C@H](c2cccs2)C2=C(C[C@@H](c3ccco3)CC2=O)N1
ZINC000001129709,COc1ccc(C=C2C(=O)c3ccccc3C2=O)cc1OCC(=O)NCc1ccccc1
ZINC000001129710,CC1=C(C(=O)OC(C)C)[C@@H](c2cccs2)C2=C(C[C@H](c3ccco3)CC2=O)N1
ZINC000001129713,CC1=C(C(=O)OC(C)C)[C@H](c2cccs2)C2=C(C[C@H](c3ccco3)CC2=O)N1
ZINC000001129717,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(F)cc3)C2)[C@H]1c1ccc(SC)cc1
ZINC000001129720,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(F)cc3)C2)[C@@H]1c1ccc(SC)cc1
ZINC000001129723,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(F)cc3)C2)[C@H]1c1ccc(SC)cc1
ZINC000001129726,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(F)cc3)C2)[C@@H]1c1ccc(SC)cc1
ZINC000001129761,CC(C)(C)[C@H]1CCc2c(sc(NC(=O)COc3ccccc3Cl)c2C#N)C1
ZINC000001129763,CC(C)(C)[C@@H]1CCc2c(sc(NC(=O)COc3ccccc3Cl)c2C#N)C1
ZINC000001129766,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccco3)C2)[C@H]1c1cccc(OCc2ccccc2)c1
ZINC000001129771,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccco3)C2)[C@@H]1c1cccc(OCc2ccccc2)c1
ZINC000001129775,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccco3)C2)[C@H]1c1cccc(OCc2ccccc2)c1
ZINC000001129781,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccco3)C2)[C@@H]1c1cccc(OCc2ccccc2)c1
ZINC000001129783,COC(=O)[C@H]1C(=O)C2=C(C[C@@H]1C)Nc1ccccc1N[C@H]2c1ccc(OC)c(Br)c1
ZINC000001129787,COc1ccc(COC(=O)C2=C(C)NC3=C(C(=O)C[C@H](c4ccco4)C3)[C@@H]2c2coc3ccc(C)cc3c2=O)cc1
ZINC000001129793,COc1ccc(COC(=O)C2=C(C)NC3=C(C(=O)C[C@H](c4ccco4)C3)[C@H]2c2coc3ccc(C)cc3c2=O)cc1
ZINC000001129796,COc1ccc(COC(=O)C2=C(C)NC3=C(C(=O)C[C@@H](c4ccco4)C3)[C@@H]2c2coc3ccc(C)cc3c2=O)cc1
ZINC000001129799,COc1ccc(COC(=O)C2=C(C)NC3=C(C(=O)C[C@@H](c4ccco4)C3)[C@H]2c2coc3ccc(C)cc3c2=O)cc1
ZINC000001129808,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(F)cc3)C2)[C@@H]1c1ccco1
ZINC000001129812,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(F)cc3)C2)[C@H]1c1ccco1
ZINC000001129814,CC/N=C1/S/C(=C\c2ccc(N3CCOCC3)cc2C)C(=O)N1CC
ZINC000001129815,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(F)cc3)C2)[C@@H]1c1ccco1
ZINC000001129818,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(F)cc3)C2)[C@H]1c1ccco1
ZINC000001129824,O=C1Nc2ccc(F)cc2/C1=C/C(=O)c1ccc(Br)s1
ZINC000001129831,CC1=C(C(=O)OC[C@H]2CCCO2)[C@H](c2ccccc2OC(C)C)C2=C(C[C@H](c3ccco3)CC2=O)N1
ZINC000001129839,COc1ccc(C(=O)C2=C(O)C(=O)N(Cc3cccnc3)[C@H]2c2cccc([N+](=O)[O-])c2)cc1F
ZINC000001129843,COc1ccc(C(=O)C2=C(O)C(=O)N(Cc3cccnc3)[C@@H]2c2cccc([N+](=O)[O-])c2)cc1F
ZINC000001129848,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(F)cc3)C2)[C@@H]1c1coc2ccc(Cl)cc2c1=O
ZINC000001129850,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(F)cc3)C2)[C@H]1c1coc2ccc(Cl)cc2c1=O
ZINC000001129854,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(F)cc3)C2)[C@@H]1c1coc2ccc(Cl)cc2c1=O
ZINC000001129857,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(F)cc3)C2)[C@H]1c1coc2ccc(Cl)cc2c1=O
ZINC000001129860,C=CCc1cc(/C=C2/SC(=O)N(CC=C)C2=O)cc(OCC)c1OCC
ZINC000001129861,COc1cc([C@@H]2C(C(=O)Nc3ccc(F)cc3)=C(C)NC3=C2C(=O)CCC3)cc(Br)c1O
ZINC000001129876,C=CCc1cc(/C=C2/SC(=S)N(CCC(=O)O)C2=O)cc(OC)c1O
ZINC000001129878,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(F)cc3)C2)[C@H]1c1ccc([N+](=O)[O-])cc1
ZINC000001129881,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(F)cc3)C2)[C@@H]1c1ccc([N+](=O)[O-])cc1
ZINC000001129883,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(F)cc3)C2)[C@H]1c1ccc([N+](=O)[O-])cc1
ZINC000001129888,CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(F)cc3)C2)[C@@H]1c1ccc([N+](=O)[O-])cc1
ZINC000001129892,COc1ccc([C@@H]2C(C(=O)OC3CCCC3)=C(C)NC3=C2C(=O)C[C@H](c2ccco2)C3)cc1OC
ZINC000001129893,COc1ccc([C@H]2C(C(=O)OC3CCCC3)=C(C)NC3=C2C(=O)C[C@H](c2ccco2)C3)cc1OC
ZINC000001129897,O=C(O)CCN1C2=C(C(=O)CCC2)C(c2ccccc2OCc2ccccc2)C2=C1CCCC2=O
ZINC000001129899,COc1ccc([C@@H]2C(C(=O)OC3CCCC3)=C(C)NC3=C2C(=O)C[C@@H](c2ccco2)C3)cc1OC
ZINC000001129902,COc1ccc([C@H]2C(C(=O)OC3CCCC3)=C(C)NC3=C2C(=O)C[C@@H](c2ccco2)C3)cc1OC
ZINC000001129906,CCOc1ccc(/N=C2/NC(=O)[C@@H](CC(=O)Nc3ccc(Br)cc3)S2)cc1
ZINC000001129911,CCOc1ccc(/N=C2/NC(=O)[C@H](CC(=O)Nc3ccc(Br)cc3)S2)cc1
ZINC000001129914,CC1=C(C(=O)OC2CCCC2)[C@@H](c2ccccc2Cl)C2=C(C[C@@H](c3ccco3)CC2=O)N1
ZINC000001129919,CC1=C(C(=O)OC2CCCC2)[C@H](c2ccccc2Cl)C2=C(C[C@@H](c3ccco3)CC2=O)N1
ZINC000001129922,COc1ccc(C(=O)C2=C(O)C(=O)N(Cc3ccncc3)[C@H]2c2ccccc2F)cc1F
ZINC000001129923,CC1=C(C(=O)OC2CCCC2)[C@@H](c2ccccc2Cl)C2=C(C[C@H](c3ccco3)CC2=O)N1
ZINC000001129924,CC1=C(C(=O)OC2CCCC2)[C@H](c2ccccc2Cl)C2=C(C[C@H](c3ccco3)CC2=O)N1
ZINC000001129925,COc1ccc(C(=O)C2=C(O)C(=O)N(Cc3ccncc3)[C@@H]2c2ccccc2F)cc1F
ZINC000001129926,COc1ccc(NC(=O)C2=C(C)NC3=C(C(=O)CC(C)(C)C3)[C@@H]2c2cc3c(cc2Br)OCO3)cc1
ZINC000001129927,COc1ccc(NC(=O)C2=C(C)NC3=C(C(=O)CC(C)(C)C3)[C@H]2c2cc3c(cc2Br)OCO3)cc1
ZINC000001129928,CC1=C(C(=O)OC2CCCCC2)[C@@H](c2ccc3c(c2)OCO3)C2=C(C[C@@H](c3ccco3)CC2=O)N1
ZINC000001129931,CC1=C(C(=O)OC2CCCCC2)[C@H](c2ccc3c(c2)OCO3)C2=C(C[C@@H](c3ccco3)CC2=O)N1
ZINC000001129935,CC1=C(C(=O)OC2CCCCC2)[C@@H](c2ccc3c(c2)OCO3)C2=C(C[C@H](c3ccco3)CC2=O)N1
ZINC000001129939,CC1=C(C(=O)OC2CCCCC2)[C@H](c2ccc3c(c2)OCO3)C2=C(C[C@H](c3ccco3)CC2=O)N1
ZINC000001129961,CC1=C(C(=O)Nc2ccc(F)cc2)[C@@H](c2cccc(F)c2)C2=C(CC(C)(C)CC2=O)N1
ZINC000001129968,CC1=C(C(=O)Nc2ccc(F)cc2)[C@H](c2cccc(F)c2)C2=C(CC(C)(C)CC2=O)N1
ZINC000001129976,COc1cc([C@@H]2C(C(=O)Nc3ccc(F)cc3)=C(C)NC3=C2C(=O)CC(C)(C)C3)c(OC)cc1Br
ZINC000001129980,COc1cc([C@H]2C(C(=O)Nc3ccc(F)cc3)=C(C)NC3=C2C(=O)CC(C)(C)C3)c(OC)cc1Br
ZINC000001130007,CC1=C(C(=O)OC[C@H]2CCCO2)[C@H](c2cccs2)C2=C(C[C@@H](c3ccc(F)cc3)CC2=O)N1
ZINC000001130013,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(F)cc3)C2)[C@@H]1c1c(F)cccc1Cl
ZINC000001130016,COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(F)cc3)C2)[C@H]1c1c(F)cccc1Cl
ZINC000001130018,COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(F)cc3)C2)[C@@H]1c1c(F)cccc1Cl
